,N°,Compuesto,IUPAC,Formula,SMILE,Plantas a las que pertenecen,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,Phi,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
80,81,Ácido Sinápinico,"Ácido (E)-3-(4-hidroxi-3,5-dimetoxifenil)prop-2-enoico",C11H12O5,COC1=CC(=CC(=C1O)OC)/C=C\C(=O)O,18,10.34980899,10.34980899,0.113449074,-1.049991969,0.757887717,10.375,224.212,212.116,224.0684735,86,0,0.327821221,-0.50169921,0.50169921,0.327821221,1.25,1.75,2.125,16.49147534,10.14396551,2.092745146,-2.086528262,2.3681183,-1.907149487,5.851966783,-0.130860136,2.270717896,3.163201815,397.3782531,12.12939203,8.928573139,8.928573139,7.57891736,4.441466753,4.441466753,2.945602764,2.945602764,1.920495018,1.920495018,1.177499044,1.177499044,-2.17,3337.955307,11.90230658,5.064021089,2.662133526,92.54359072,19.6867807,0,11.49902367,5.749511833,0,5.969305288,0,4.794537184,0,0,0,23.77220574,6.076020107,14.21959508,24.48131788,12.04532539,0,0,0,0,14.21959508,23.77220574,0,17.2485355,9.473725908,0,17.2485355,0,30.40195516,4.794537184,0,5.563451492,18.20875424,0,6.076020107,0,75.99,5.969305288,9.901064579,0,17.2485355,5.563451492,6.076020107,32.42834933,0,0,0,14.5802533,9.847237339,0,10.34980899,18.08392778,0.563796296,-0.710869237,3.022407407,2.373089569,0,2.803935185,0.181818182,16,2,5,0,0,0,0,1,0,1,0,0,4,2,5,0,4,0,0,0,0,0,3.76709572,1,1.5072,57.8806,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,82,Ácido p-cumárico,Ácido (E)-3-(4-hidroxifenil)prop-2-enoico,C9H8O3,OC(=O)\C=C\C1=CC=C(O)C=C1,18;19;20;40,10.10337176,10.10337176,0.168958333,-0.983263889,0.650833873,10.33333333,164.16,156.096,164.0473441,62,0,0.327821185,-0.507966251,0.507966251,0.327821185,1.25,1.833333333,2.333333333,16.36457647,10.1798527,1.889192382,-1.916154472,2.098143085,-1.84673295,5.847441648,-0.130858454,2.033230406,2.772025613,298.0546159,8.974691495,6.266777097,6.266777097,5.68154055,3.383388548,3.383388548,2.263103224,2.263103224,1.311448538,1.311448538,0.752946491,0.752946491,-1.77,496.108219,8.327751711,3.571755179,2.457857734,69.58661603,10.21305479,5.749511833,0,0,0,5.969305288,0,4.794537184,0,0,12.13273414,23.77220574,6.076020107,0,15.00759197,12.04532539,0,0,0,0,0,35.90493987,0,5.749511833,0,0,5.749511833,0,16.18236008,4.794537184,0,5.563451492,30.34148838,0,6.076020107,0,57.53,5.969305288,4.794537184,0,5.749511833,0,11.6394716,18.20875424,12.13273414,0,0,10.21305479,0,0,10.10337176,17.18685784,0.745555556,-0.814305556,6.270430839,2.508089569,0,0,0,12,2,3,0,0,0,0,1,0,1,0,0,2,2,3,0,2,0,0,0,0,0,2.478724192,1,1.49,44.7766,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,83,Ácido Protocatecuico,"Ácido 3,4-dihidroxibenzoico",C7H6O4,OC(=O)C1=CC=C(O)C(O)=C1,18,10.27170446,10.27170446,0.055277778,-1.138611111,0.522491225,9.454545455,154.121,148.073,154.0266087,58,0,0.335322526,-0.504259584,0.504259584,0.335322526,1.181818182,1.818181818,2.272727273,16.36606072,10.18219526,2.048304712,-1.968199096,2.239709079,-1.939465455,5.878917055,0.069614767,1.941518365,3.151549668,292.4920898,8.43072142,5.481939885,5.481939885,5.109060905,2.86297841,2.86297841,2.008646088,2.008646088,1.22236462,1.22236462,0.656467881,0.656467881,-1.71,271.8125711,7.397642626,2.494362825,1.402945662,62.34056859,15.31958218,0,11.49902367,0,0,5.969305288,0,4.794537184,0,0,0,18.19910121,0,5.563451492,20.11411937,5.969305288,0,0,0,0,0,23.7625527,0,11.49902367,0,0,11.49902367,0,21.28888747,0,0,10.35798868,18.19910121,0,0,0,77.76,11.71881712,4.794537184,0,11.31296332,0,12.13273414,6.066367068,0,0,0,15.31958218,0,0,10.27170446,26.02561036,-0.055277778,-1.888703704,3.313333333,0,0,0,0,11,3,4,0,0,0,0,1,0,1,0,0,3,3,4,0,1,0,0,0,0,0,1.677491342,1,0.796,36.7309,0,0,0,0,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,84,Luteína,"(1R)-4-[(1E,3E,5E,7E,9E,11E,13E,15E,17E)-18-[(1R,4R)-4-hidroxi-2,6,6-trimetilciclohex-2-en-1-il]-3,7,12,16-tetrametiloctadeca-1,3,5,7,9,11,13,15,17-nonaenil]-3,5,5-trimetilciclohex-3-en-1-ol",C40H56O2,CC1=C[C@H](O)CC(C)(C)[C@H]1/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C,18,10.10526906,10.10526906,0.005275973,-0.330739128,0.203230429,26.57142857,568.886,512.438,568.428031,228,0,0.072859559,-0.392763535,0.392763535,0.072859559,0.714285714,1.214285714,1.738095238,16.26780719,9.67492008,2.341302966,-2.383472551,2.421303273,-2.320635435,5.379149835,0.116158062,2.839230999,1.895098094,1274.371446,31.50142475,27.90805238,27.90805238,19.60189852,15.4325711,15.4325711,13.72668617,13.72668617,8.329930019,8.329930019,6.143769431,6.143769431,-2.94,462381263.6,35.25720793,16.05521328,11.74310627,256.9631653,10.21305479,0,0,0,0,0,0,0,0,0,152.2738776,77.20797354,5.917906046,12.20793278,10.21305479,0,0,0,16.74788698,100.7077696,0,130.1520333,0,0,0,0,0,0,22.42098757,0,16.74788698,88.49983687,130.1520333,0,0,0,40.46,0,10.21305479,0,23.03791371,5.917906046,19.26246487,39.01173171,0,6.076020107,154.3016535,0,0,0,0,20.16847683,8.731792847,0.348064703,0,33.79729086,21.62104143,0,0.45,42,2,2,2,0,2,0,0,0,0,3,0,2,2,2,0,10,0,0,0,0,0,13.4776665,2,10.4033,184.1016,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,85,Violaxantina,"(1R,3S,6S)-6-[(1E,3E,5E,7E,9E,11E,13E,15E,17E)-18-[(1S,4S,6R)-4-hidroxi-2,2,6-trimetil-7-oxabiciclo[4.1.0]heptan-1-il]-3,7,12,16-tetrametiloctadeca-1,3,5,7,9,11,13,15,17-nonaenil]-1,5,5-trimetil-7-oxabiciclo[4.1.0]heptan-3-ol",C40H56O4,C\C(\C=C\C=C(/C)\C=C\[C@@]12O[C@]1(C)C[C@@H](O)CC2(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/[C@@]12O[C@]1(C)C[C@@H](O)CC2(C)C,18,10.25352838,10.25352838,0.096914799,-0.293932387,0.194034968,39.18181818,600.884,544.436,600.4178603,240,0,0.121261655,-0.392991601,0.392991601,0.121261655,0.5,0.818181818,1.159090909,16.63786429,9.627462892,2.751509202,-2.385680291,2.666428367,-2.456444325,5.380208928,0.051038709,3.727071251,1.254499067,1273.329426,32.60623724,28.7769552,28.7769552,20.39861501,16.26685243,16.26685243,15.44157802,15.44157802,10.44112322,10.44112322,7.98869347,7.98869347,-2.5,2495281932,34.37463704,12.36053108,6.842819576,266.5577995,19.6867807,22.40420324,0,0,0,0,0,0,0,0,122.8996082,66.53610666,23.67162418,12.20793278,19.6867807,0,0,0,10.82998094,129.5327945,0,107.3566996,0,0,0,0,0,0,44.82519081,9.473725908,10.82998094,94.92065849,107.3566996,0,0,0,65.52,0,10.21305479,0,45.44211696,12.84164325,12.84164325,22.29241812,0,0,154.3016535,9.473725908,12.49789223,0,0,20.50705675,3.359870874,0,0,32.03734397,21.4311695,0,0.55,44,2,4,2,2,4,0,0,0,0,6,0,4,2,4,2,10,2,2,4,0,0,9.656562941,4,8.9698,183.2136,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,86,Neoxantina,"trans-(1R,3S)-6-[(3E,5E,7E,9E,11E,13E,15Z,17E)-18-[(1S,4S,6R)-4-hidroxi-2,2,6-trimetil-7-oxabiciclo[4.1.0]heptan-1-il]-3,7,12,16-tetrametiloctadeca-1,3,5,7,9,11,13,15,17-nonaneilideno]-1,5,5-trimetilciclohexano-1,3-diol",C40H56O4,C/C(=C\C=C\C=C(/C)\C=C\C=C(/C)\C=C=C1[C@](C[C@H](CC1(C)C)O)(C)O)/C=C/C=C(/C)\C=C\[C@]23[C@](O2)(C[C@H](CC3(C)C)O)C,18,10.85173272,10.85173272,0.103440067,-1.053512021,0.14059007,34.70454545,600.884,544.436,600.4178603,240,0,0.121261655,-0.392991601,0.392991601,0.121261655,0.681818182,1.181818182,1.727272727,16.6342661,9.627593829,2.74175077,-2.433087222,2.655953803,-2.456329685,5.369191335,-0.026800884,3.488583385,1.532673918,1359.657004,32.97648073,28.73857024,28.73857024,20.32355339,15.9988776,15.9988776,14.97720764,14.97720764,9.392034472,9.392034472,7.247035245,7.247035245,-2.72,1538516262,35.75560313,13.72968124,8.712603443,266.5547162,20.05644514,11.20210162,0,0,0,0,0,0,0,5.731218591,111.2504836,77.52420166,23.82973825,17.80898359,20.05644514,0,0,0,10.82998094,123.9317437,0,112.5850026,0,0,0,0,0,0,44.33066739,4.736862954,10.82998094,94.92065849,112.5850026,0,0,0,73.22,11.7050172,15.31958218,0,28.13604895,19.26246487,34.28634427,0,6.9237372,37.30383773,109.729277,4.736862954,6.242025394,0,0,31.22256536,6.627365918,0,0,28.52990201,20.62814132,0,0.525,44,3,4,2,1,3,0,0,0,0,5,0,4,3,4,1,9,2,1,3,0,0,11.1571144,3,8.7184,184.0724,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,87,Ácido gálico,"ácido 3,4,5-trihidroxibenzoico",C7H6O5,OC(=O)c1cc(O)c(O)c(O)c1,19;20;28;29;41,10.31281557,10.31281557,0.289074074,-1.291111111,0.45988823,9.666666667,170.12,164.072,170.0215233,64,0,0.335462307,-0.50414374,0.50414374,0.335462307,1.083333333,1.5,1.833333333,16.36689894,10.16377458,2.111007256,-2.008538048,2.346109792,-1.945388737,5.88860389,0.069558709,1.986726998,3.306535413,307.5637747,9.300964908,5.851803211,5.851803211,5.519744508,3.003251875,3.003251875,2.16825712,2.16825712,1.316632232,1.316632232,0.727664288,0.727664288,-1.91,405.2923077,8.189108028,2.612657297,1.242693018,67.13480234,20.42610958,0,17.2485355,0,0,5.969305288,0,4.794537184,0,0,0,12.13273414,0,5.563451492,25.22064676,5.969305288,0,0,0,0,0,17.69618563,0,17.2485355,0,0,17.2485355,0,26.39541487,0,0,10.35798868,12.13273414,0,0,0,97.99,23.21784079,4.794537184,0,5.563451492,0,12.13273414,0,0,0,0,20.42610958,0,0,10.31281557,34.95329554,-0.289074074,-3.332962963,1.689259259,0,0,0,0,12,4,5,0,0,0,0,1,0,1,0,0,4,4,5,0,1,0,0,0,0,0,1.782944404,1,0.5016,38.3957,0,0,0,0,1,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,88,Ácido Salicílico,"ácido 2-hidroxibenzoico;(2R,3R,4R,5S)-6-(metilamino)hexano-1,2,3,4,5-pentol",C14H23NO8,OC(=O)C1=CC=CC=C1O,20,10.26175926,10.26175926,0.06712963,-1.11287037,0.610258506,9.2,138.122,132.074,138.0316941,52,0,0.338969087,-0.507052891,0.507052891,0.338969087,1.3,1.9,2.3,16.36767013,10.18750536,2.051199792,-1.945616499,2.13818455,-1.945908635,5.900328912,0.069352422,1.878744529,3.152941447,254.7830614,7.560477932,5.112076558,5.112076558,4.715214055,2.72868801,2.72868801,1.822301623,1.822301623,1.134458362,1.134458362,0.654489245,0.654489245,-1.51,182.2382193,6.60778563,2.389632707,1.074893623,57.54633484,10.21305479,11.31296332,0,0,0,5.969305288,0,4.794537184,0,0,12.13273414,12.13273414,0,0,15.00759197,5.969305288,0,0,0,0,0,29.82891977,0,5.749511833,0,0,5.749511833,0,16.18236008,0,0,10.35798868,24.26546827,0,0,0,57.53,5.969305288,4.794537184,0,11.31296332,0,0,12.13273414,12.13273414,0,0,10.21305479,0,0,10.26175926,17.30574074,-0.06712963,-1.311944444,5.811574074,0,0,0,0,10,2,3,0,0,0,0,1,0,1,0,0,2,2,3,0,1,0,0,0,0,0,1.579018067,1,1.0904,35.0661,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,89,Lupeol,"(1R,3aR,5aR,5bR,7aR,9S,11aR,11bR,13aR,13bR)-3a,5a,5b,8,8,11a-hexametil-1-prop-1-en-2 -il-1,2,3,4,5,6,7,7a,9,10,11,11b,12,13,13a,13b-hexadecahidrociclopenta[a]crisen-9-ol",C30H50O,[H][C@]12[C@@H](CC[C@]1(C)CC[C@]1(C)[C@]2([H])CC[C@]2([H])[C@@]3(C)CC[C@H](O)C(C)(C)[C@]3([H])CC[C@@]12C)C(C)=C,20,10.8927409,10.8927409,0.063215082,-0.118464038,0.420722343,57.93548387,426.729,376.329,426.3861662,176,0,0.05937486,-0.392562008,0.392562008,0.05937486,0.741935484,1.451612903,2.129032258,16.26836918,9.320649643,2.696976028,-2.725143487,2.769460784,-2.660409422,5.205344214,-0.246060674,3.036913181,1.543755456,766.3733678,22.6125197,21.6894898,21.6894898,14.31178516,13.64682843,13.64682843,14.7156173,14.7156173,13.46294238,13.46294238,11.48113888,11.48113888,-0.3,7313813.199,22.49014858,6.639614438,2.651896189,192.3980473,5.106527395,0,0,0,0,0,0,0,0,0,53.69446341,127.796436,0,6.103966388,5.106527395,0,0,0,56.66448258,118.778343,0,12.15204021,0,0,0,0,0,0,11.21049378,0,56.66448258,112.6743766,12.15204021,0,0,0,20.23,0,5.106527395,0,11.51895686,27.57786792,30.09244581,63.36049914,0,0,55.04509608,0,0,0,0,10.8927409,3.384648006,3.979137665,0,13.35648425,22.30365584,0,0.933333333,31,1,1,5,0,5,0,0,0,0,10,0,1,1,1,0,1,5,0,5,0,0,4.816965006,5,8.0248,130.6498,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,90,Mirceno,"2-metil-6-metilideneocta-2,7-dien-4-ona",C10H14O,C=CC(=C)CC(=O)C=C(C)C,20;31,11.03777778,11.03777778,0.0925,0.0925,0.444502147,8.545454545,150.221,136.109,150.1044651,60,0,0.159461284,-0.294489367,0.294489367,0.159461284,1.454545455,2,2.363636364,16.13753898,10.10639407,1.965961287,-1.938763565,2.014016972,-1.930550031,5.916646164,-0.113506434,1.850767203,3.989027701,204.9126669,8.853371151,7.184269172,7.184269172,5.05774931,3.539058011,3.539058011,2.72714981,2.72714981,1.139630836,1.139630836,0.668967147,0.668967147,-1.11,179.5244187,9.89,4.666593888,5.339943757,68.11644306,0,0,5.783244946,0,0,0,4.794537184,0,0,0,24.806996,25.49659904,6.420821623,0,4.794537184,5.783244946,0,0,0,20.26829602,0,36.45612064,0,0,0,0,0,0,5.783244946,4.794537184,0,20.26829602,36.45612064,0,0,0,17.07,0,4.794537184,0,5.783244946,6.420821623,11.14620906,0,12.15204021,13.8474744,13.15787137,0,0,0,11.03777778,0,1.791076153,0.0925,0,3.611203704,10.96744237,0,0.3,11,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,0,4.195692141,0,2.654,48.392,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,91,Limoneno,(4R)-1-metil-4-prop-1-en-2-ilciclohexeno,C10H16,C=C(C)C1CC=C(C)CC1,20;31,3.97457483,3.97457483,0.767314815,0.767314815,0.485034492,25.8,136.238,120.11,136.1252005,56,0,-0.017096319,-0.099849371,0.099849371,0.017096319,1.7,2.4,2.8,14.16772644,9.860904676,2.112764569,-2.194708039,2.268533557,-2.043086249,5.092421184,0.540328057,1.884505361,2.495412227,162.8771238,7.560477932,6.983127663,6.983127663,4.698377303,4.009201922,4.009201922,3.368130306,3.368130306,2.334890912,2.334890912,1.412842425,1.412842425,-0.52,180.9125147,7.585485232,3.046280408,1.728509717,63.63869284,0,0,0,0,0,0,0,0,0,0,23.80116485,39.02784531,0,0,0,0,0,0,5.917906046,33.10993927,0,23.80116485,0,0,0,0,0,0,0,0,5.917906046,33.10993927,23.80116485,0,0,0,0,0,0,0,0,0,5.917906046,24.8355694,5.57310453,0,26.50243019,0,0,0,0,0,2.903935185,0.767314815,0,6.16587963,8.329537037,0,0.6,10,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2.310751504,1,3.3089,45.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,92,Acetogeninas anonáceas,"4-[2-hidroxi-6-[5-(1,4,5-trihidroxiundecil)oxolan-2-il]hexil]-2-metil-2H-furan-5-ona",C26H46O7,CCCCCCC(C(CCC(C1CCC(O1)CCCCC(CC2=CC(OC2=O)C)O)O)O)O,21;29,11.62580649,11.62580649,0.11503707,-0.796325738,0.189702019,26.66666667,470.647,424.279,470.3243538,192,0,0.33399357,-0.455051312,0.455051312,0.33399357,0.939393939,1.666666667,2.363636364,16.54714511,9.976966463,2.309105219,-2.224180846,2.281972247,-2.308583724,5.903904822,-0.138898218,3.376635105,1.540687231,593.1894737,24.2169677,20.53189634,20.53189634,15.79493275,13.09082253,13.09082253,9.947358443,9.947358443,6.885352532,6.885352532,4.810494411,4.810494411,-0.99,18500907.9,28.24867993,15.09714659,10.43478523,198.7270861,29.89983549,6.103966388,0,0,0,5.969305288,0,4.794537184,0,0,45.44866694,57.94550867,11.99392615,36.62379833,34.69437267,5.969305288,0,0,0,146.4667418,0,11.64912464,0,0,0,0,0,0,69.12317958,14.26826309,0,103.7389771,11.64912464,0,0,0,116.45,24.41586555,25.22064676,0,24.28120445,37.67721264,57.78739461,0,6.076020107,6.9237372,6.9237372,9.473725908,11.0781536,0,11.62580649,40.91945061,0.56952392,-0.319900954,0,9.841571854,3.952061149,0,0.884615385,33,4,7,0,2,2,0,0,0,0,7,0,7,4,7,2,17,0,1,1,0,7,12.92346854,2,3.5504,126.6372,0,4,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
92,93,Annocherina A,1-[hidroxi-(4-hidroxifenil)metil]-6-metoxiisoquinolin-7-ol,C17H15NO4,COC1=C(C=C2C(=C1)C=CN=C2[C@H](C3=CC=C(C=C3)O)O)O,21,10.54113985,10.54113985,0.011892479,-0.961023243,0.692133948,12.27272727,297.31,282.19,297.100108,112,0,0.160619755,-0.507966615,0.507966615,0.160619755,1.045454545,1.772727273,2.454545455,16.47406606,10.00205241,2.165517468,-2.140958782,2.347308827,-2.028125532,5.878597271,0.216741842,2.534904889,2.136340602,814.7519278,15.68986997,11.8932551,11.8932551,10.59655545,6.725017089,6.725017089,4.935453798,4.935453798,3.562519835,3.562519835,2.407108706,2.407108706,-2.79,120164.6313,14.16008693,5.537122722,2.422023582,126.6159406,20.05644514,11.85347822,11.49902367,0,0,0,4.983978521,0,0,0,12.13273414,41.28151105,11.58306779,12.80372554,20.05644514,10.77244843,0,4.983978521,0,6.103966388,7.109797541,59.91879254,0,17.2485355,4.736862954,0,17.2485355,0,27.41335825,0,0,17.36134587,48.66141305,0,10.77244843,0,82.81,6.103966388,15.31958218,0,11.49902367,22.39311553,5.386224214,25.30889875,30.46231185,0,4.983978521,4.736862954,5.090545506,0,4.23779384,31.26941572,1.036343249,0.481610244,11.26985235,0.634003055,0,1.480436037,0.117647059,22,3,5,0,0,0,0,2,1,3,1,0,5,3,5,1,3,0,0,0,0,0,3.563915412,3,2.7363,82.1284,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
